symbols	start	end	motif	score	strand
Gdi2	3536561.0	3536573.0	NR2C1	15.2667	-
Gdi2	3536665.0	3536673.0	NR4A2	13.966699999999998	-
Gdi2	3537964.0	3537981.0	PLAG1	13.744449999999999	+
Gdi2	3537161.0	3537176.0	POU2F1	13.2613	+
Gdi2	3537162.0	3537178.0	POU6F1	13.71	+
Gdi2	3538109.0	3538125.0	PURA	16.1957	-
Gdi2	3537365.0	3537386.0	RFX1	13.0549	+
Gdi2	3536225.0	3536246.0	RREB1	12.6593	+
Gdi2	3537026.0	3537047.0	RXRA	12.8345	+
Gdi2	3536560.0	3536570.0	RXRA	15.0	-
Gdi2	3536089.0	3536102.0	SOX12	13.6036	+
Gdi2	3536225.0	3536241.0	SOX4	13.87	-
Gdi2	3537580.0	3537604.0	SP1	14.263333333333334	+
Gdi2	3537977.0	3537995.0	SP1	13.8	+
Gdi2	3538391.0	3538415.0	SP1	13.88	+
Gdi2	3538054.0	3538072.0	SP1	17.97	-
Gdi2	3538097.0	3538127.0	SP1	14.785000000000002	-
Gdi2	3538154.0	3538172.0	SP1	13.7	-
Gdi2	3538097.0	3538113.0	SP2	13.6778	-
Gdi2	3537581.0	3537606.0	SP3	14.963933333333335	+
Gdi2	3538047.0	3538071.0	SP3	16.04055	-
Gdi2	3538095.0	3538131.0	SP3	15.04955	-
Gdi2	3537968.0	3537991.0	SP4	16.5934	+
Gdi2	3538350.0	3538373.0	SP4	15.6484	+
Gdi2	3538385.0	3538413.0	SP4	14.571400000000002	+
Gdi2	3538061.0	3538084.0	SP4	12.6374	-
Gdi2	3538091.0	3538124.0	SP4	15.919433333333332	-
Gdi2	3538372.0	3538397.0	SP4	13.17585	-
Gdi2	3538191.0	3538209.0	STAT1	14.4762	+
Gdi2	3537894.0	3537922.0	STAT1	14.696157142857142	-
Gdi2	3536992.0	3537003.0	TCF7	12.7333	+
Gdi2	3537035.0	3537046.0	TCF7	12.8444	+
Gdi2	3536213.0	3536226.0	TEF	16.9667	+
Gdi2	3537930.0	3537941.0	YY1	13.472	+
Gdi2	3537973.0	3537987.0	ZFP281	14.328	-
Gem	11703164.0	11703171.0	AHCTF1	11.9228	+
Gem	11702688.0	11702695.0	AHCTF1	11.9228	-
Gem	11704373.0	11704382.0	ATF1	15.4667	+
Gem	11704373.0	11704382.0	ATF1	15.0889	-
Gem	11704373.0	11704381.0	ATF2	13.7889	+
Gem	11704374.0	11704382.0	ATF2	14.3778	-
Gem	11704374.0	11704382.0	ATF3	11.964	-
Gem	11704373.0	11704381.0	CREB1	13.0549	+
Gem	11704374.0	11704382.0	CREB1	14.2747	-
Gem	11704371.0	11704381.0	CREM	16.6111	+
Gem	11704374.0	11704384.0	CREM	15.2889	-
Gem	11704348.0	11704367.0	CTCF	15.7778	-
Gem	11704375.0	11704383.0	E4F1	14.1667	-
Gem	11704351.0	11704361.0	EGR1	13.5275	-
Gem	11704351.0	11704361.0	EGR2	15.2556	-
Gem	11704538.0	11704548.0	EGR2	13.6778	-
Gem	11703971.0	11703985.0	ELF2	14.5444	+
Gem	11702672.0	11702684.0	FOXJ3	13.0222	+
Gem	11704216.0	11704231.0	FOXO1	15.011	-
Gem	11702732.0	11702743.0	GATA3	12.5	+
Gem	11703143.0	11703154.0	GATA3	14.1944	+
Gem	11703955.0	11703962.0	GATA3	11.4111	+
Gem	11703954.0	11703965.0	GATA3	14.7361	-
Gem	11702767.0	11702776.0	GFI1	12.9444	+
Gem	11703728.0	11703739.0	HLTF	12.6413	-
Gem	11703971.0	11703985.0	IKZF3	13.128	+
Gem	11704218.0	11704232.0	IRF1	13.0903	+
Gem	11704215.0	11704230.0	IRF4	17.9444	+
Gem	11702978.0	11702993.0	IRF4	13.1444	-
Gem	11704351.0	11704358.0	KLF6	12.5778	-
Gem	11702950.0	11702973.0	MAZ	14.677666666666667	-
Gem	11704381.0	11704395.0	NFAT5	15.1444	+
Gem	11704194.0	11704205.0	NFATC1	13.6937	-
Gem	11702935.0	11702950.0	NFATC2	12.936	-
Gem	11703712.0	11703726.0	NFIA	16.3804	-
Gem	11703631.0	11703651.0	NFYA	17.3413	-
Gem	11703502.0	11703514.0	NR2C1	14.2889	+
Gem	11703501.0	11703513.0	NR2C2	14.4016	+
Gem	11702505.0	11702522.0	NR2F6	13.4111	-
Gem	11703933.0	11703950.0	NR3C1	15.0978	+
Gem	11703160.0	11703174.0	PBX2	12.8913	-
Gem	11702468.0	11702483.0	PKNOX1	13.5165	+
Gem	11703879.0	11703895.0	PLAG1	15.4	-
Gem	11703500.0	11703513.0	PPARD	14.4725	+
Gem	11704611.0	11704627.0	PURA	13.2391	+
Gem	11702956.0	11702972.0	PURA	16.3478	-
Gem	11703195.0	11703215.0	REST	13.4945	-
Gem	11703320.0	11703330.0	RUNX1	14.2674	-
Gem	11704792.0	11704813.0	RXRA	14.1724	+
Gem	11703562.0	11703573.0	SOX4	13.3111	+
Gem	11703926.0	11703942.0	SOX4	13.68	+
Gem	11704345.0	11704363.0	SP1	13.28	-
Gem	11702949.0	11702969.0	SP2	14.30668	-
Gem	11702900.0	11702919.0	SP3	12.8378	-
Gem	11702949.0	11702973.0	SP3	13.263525	-
Gem	11704347.0	11704363.0	SP4	14.07	+
Gem	11702950.0	11702975.0	SP4	12.4011	-
Gem	11704213.0	11704237.0	STAT1	15.32935	-
Gem	11704220.0	11704234.0	STAT2	13.0	-
Gem	11704293.0	11704302.0	TFE3	14.2333	-
Gem	11702468.0	11702484.0	TGIF1	15.2308	-
Gem	11704290.0	11704302.0	USF2	13.0778	-
Gem	11702949.0	11702970.0	ZFP281	17.04	+
Gem	11702955.0	11702967.0	ZFP740	12.3571	+
Gem	11704106.0	11704119.0	ZFX	15.377800000000004	+
Gimap8	48646126.0	48646134.0	ARID3A	8.89349	+
Gimap8	48646125.0	48646135.0	ARID3B	13.3222	+
Gimap8	48646422.0	48646431.0	BATF	14.0879	+
Gimap8	48647312.0	48647325.0	BCL6	14.533300000000002	+
Gimap8	48647620.0	48647628.0	BRCA1	12.0	+
Gimap8	48645828.0	48645847.0	CTCF	20.8667	+
Gimap8	48647159.0	48647178.0	CTCF	13.1	+
Gimap8	48646218.0	48646230.0	EPAS1	13.5222	+
Gimap8	48647540.0	48647556.0	EPAS1	14.2185	+
Gimap8	48647603.0	48647620.0	ESR1	13.246	+
Gimap8	48646917.0	48646934.0	ESR1	12.7619	-
Gimap8	48645377.0	48645387.0	ETS2	12.9444	+
Gimap8	48646420.0	48646430.0	FOSL2	13.9	+
Gimap8	48645536.0	48645548.0	FOXJ3	14.7778	+
Gimap8	48647024.0	48647036.0	FOXJ3	18.4667	+
Gimap8	48645535.0	48645547.0	FOXM1	12.956	+
Gimap8	48647019.0	48647031.0	FOXM1	13.3736	+
Gimap8	48647021.0	48647036.0	FOXO1	17.5714	+
Gimap8	48647013.0	48647035.0	FUBP1	16.36265	+
Gimap8	48647552.0	48647567.0	GLIS2	13.8739	-
Gimap8	48647296.0	48647309.0	HSF1	13.0819	-
Gimap8	48647296.0	48647309.0	HSF2	13.0743	-
Gimap8	48647021.0	48647043.0	IRF4	15.15112	-
Gimap8	48646422.0	48646430.0	JUN	13.65	+
Gimap8	48646421.0	48646430.0	JUNB	13.8111	+
Gimap8	48646421.0	48646431.0	JUND	13.8462	+
Gimap8	48646422.0	48646430.0	JUND	14.6396	-
Gimap8	48646017.0	48646024.0	KLF6	12.5778	-
Gimap8	48646948.0	48646957.0	MAFK	6.56118	-
Gimap8	48646227.0	48646243.0	MAZ	14.5165	+
Gimap8	48646004.0	48646020.0	MAZ	14.4176	-
Gimap8	48647158.0	48647169.0	MYC	13.4324	+
Gimap8	48647160.0	48647169.0	MYC	13.922200000000002	-
Gimap8	48645919.0	48645933.0	NFE2L2	14.6667	-
Gimap8	48645799.0	48645819.0	NFYA	14.2937	+
Gimap8	48646735.0	48646752.0	NR2F6	14.6444	+
Gimap8	48646938.0	48646949.0	PHF21A	12.1739	+
Gimap8	48646008.0	48646024.0	PLAG1	13.1111	-
Gimap8	48647220.0	48647236.0	PLAG1	15.0	-
Gimap8	48646772.0	48646785.0	PPARD	13.4725	+
Gimap8	48645949.0	48645962.0	PRDM1	15.37	-
Gimap8	48647347.0	48647363.0	PURA	14.0326	+
Gimap8	48645385.0	48645396.0	REL	15.033	+
Gimap8	48647327.0	48647338.0	RELB	13.087	-
Gimap8	48647538.0	48647563.0	RREB1	17.487166666666667	+
Gimap8	48645241.0	48645262.0	RREB1	13.4286	-
Gimap8	48646008.0	48646029.0	RREB1	11.7143	-
Gimap8	48645243.0	48645256.0	RUNX3	12.7222	-
Gimap8	48645577.0	48645598.0	RXRA	13.5724	-
Gimap8	48647428.0	48647439.0	SMAD1	14.1319	-
Gimap8	48645529.0	48645545.0	SOX4	13.45	-
Gimap8	48647017.0	48647033.0	SOX4	13.3	-
Gimap8	48646163.0	48646181.0	SP1	12.69	+
Gimap8	48646223.0	48646241.0	SP1	14.84	+
Gimap8	48646011.0	48646029.0	SP1	13.36	-
Gimap8	48647216.0	48647234.0	SP1	14.93	-
Gimap8	48647573.0	48647589.0	SP2	12.7889	+
Gimap8	48646218.0	48646243.0	SP3	15.626100000000001	+
Gimap8	48645997.0	48646028.0	SP3	13.8829	-
Gimap8	48647214.0	48647233.0	SP3	13.1892	-
Gimap8	48646013.0	48646029.0	SP4	14.35	+
Gimap8	48646159.0	48646182.0	SP4	12.2967	+
Gimap8	48645997.0	48646025.0	SP4	12.038450000000001	-
Gimap8	48647020.0	48647040.0	STAT1	15.153433333333334	+
Gimap8	48647109.0	48647121.0	STAT2	12.8889	-
Gimap8	48647312.0	48647321.0	STAT3	14.2857	-
Gimap8	48647312.0	48647322.0	STAT4	14.9121	+
Gimap8	48647309.0	48647322.0	STAT4	14.8	-
Gimap8	48647312.0	48647323.0	STAT5A	13.888	+
Gimap8	48647310.0	48647324.0	STAT5B	14.384	+
Gimap8	48647686.0	48647700.0	STAT6	13.885720000000001	-
Gimap8	48646957.0	48646968.0	YY1	13.248	+
Gimap8	48646224.0	48646240.0	ZFP281	15.130666666666665	-
Gimap8	48647572.0	48647589.0	ZFP281	14.898666666666665	-
Gimap8	48646494.0	48646510.0	ZFP691	13.64	-
Gimap8	48647552.0	48647561.0	ZFP740	15.0268	-
Gimap8	48647573.0	48647582.0	ZFP740	13.3214	-
Gins2	120589089.0	120589096.0	AHCTF1	11.9228	+
Gins2	120590774.0	120590782.0	CREB1	10.1569	+
Gins2	120590573.0	120590592.0	CTCF	17.4111	+
Gins2	120591011.0	120591024.0	E2F1	15.1349	+
Gins2	120590450.0	120590459.0	E2F2	14.1889	-
Gins2	120590618.0	120590629.0	E2F4	12.88	+
Gins2	120591012.0	120591023.0	E2F4	16.096	+
Gins2	120590450.0	120590459.0	E2F5	14.7556	-
Gins2	120590619.0	120590630.0	E2F6	13.2342	+
Gins2	120591013.0	120591024.0	E2F6	15.1441	+
Gins2	120589757.0	120589767.0	FOSL2	14.0	-
Gins2	120589088.0	120589097.0	FOXJ2	14.9	-
Gins2	120589082.0	120589098.0	FOXJ3	13.153800000000002	+
Gins2	120589082.0	120589098.0	FOXJ3	12.75555	-
Gins2	120589115.0	120589126.0	IRF1	13.4667	+
Gins2	120589101.0	120589124.0	IRF4	15.617288888888888	+
Gins2	120589757.0	120589765.0	JUN	13.71	-
Gins2	120590784.0	120590795.0	KLF4	15.379685714285715	+
Gins2	120590874.0	120590885.0	KLF4	14.734914285714288	+
Gins2	120590582.0	120590589.0	KLF6	12.5778	+
Gins2	120590629.0	120590644.0	KLF7	12.99	-
Gins2	120590781.0	120590796.0	KLF7	15.26	-
Gins2	120590871.0	120590886.0	KLF7	17.12	-
Gins2	120589748.0	120589757.0	MAFG	8.69444	-
Gins2	120590585.0	120590601.0	MAZ	12.8242	+
Gins2	120589960.0	120589973.0	MEF2A	13.3846	-
Gins2	120589959.0	120589971.0	MEF2C	11.9222	+
Gins2	120589960.0	120589972.0	MEF2C	14.5444	-
Gins2	120590189.0	120590204.0	MTF1	14.9099	+
Gins2	120588815.0	120588824.0	MYC	15.311099999999998	+
Gins2	120588994.0	120589005.0	MYC	15.6937	+
Gins2	120588815.0	120588826.0	MYC	15.6937	-
Gins2	120588996.0	120589005.0	MYC	15.311099999999998	-
Gins2	120589751.0	120589764.0	NFE2	13.6349	-
Gins2	120589926.0	120589940.0	NFIA	16.9891	-
Gins2	120589637.0	120589657.0	NFYA	13.6905	+
Gins2	120588975.0	120588987.0	NR2C1	13.7333	+
Gins2	120588972.0	120588986.0	NR2F6	17.0889	+
Gins2	120588834.0	120588848.0	NR2F6	12.4	-
Gins2	120590756.0	120590772.0	PLAG1	13.3556	+
Gins2	120590009.0	120590021.0	PLAGL1	13.8125	+
Gins2	120588972.0	120588987.0	RARG	12.344399999999998	+
Gins2	120588833.0	120588848.0	RARG	7.066670000000001	-
Gins2	120588972.0	120588993.0	RXRA	14.087910000000003	+
Gins2	120590163.0	120590176.0	SOX12	15.2342	-
Gins2	120590577.0	120590610.0	SP1	14.445	+
Gins2	120590613.0	120590644.0	SP1	14.675	+
Gins2	120590694.0	120590712.0	SP1	14.27	+
Gins2	120590746.0	120590764.0	SP1	16.84	+
Gins2	120590868.0	120590886.0	SP1	16.63	+
Gins2	120590990.0	120591008.0	SP1	13.01	+
Gins2	120589278.0	120589294.0	SP2	12.6667	+
Gins2	120590579.0	120590595.0	SP2	13.8111	+
Gins2	120590615.0	120590631.0	SP2	13.5778	+
Gins2	120590780.0	120590796.0	SP2	12.9	+
Gins2	120590578.0	120590607.0	SP3	15.57205	+
Gins2	120590609.0	120590633.0	SP3	13.0901	+
Gins2	120590695.0	120590714.0	SP3	13.0	+
Gins2	120590747.0	120590766.0	SP3	14.3243	+
Gins2	120590869.0	120590888.0	SP3	17.8198	+
Gins2	120590991.0	120591010.0	SP3	13.5405	+
Gins2	120590583.0	120590609.0	SP4	13.3022	+
Gins2	120590740.0	120590763.0	SP4	13.2527	+
Gins2	120590984.0	120591018.0	SP4	12.827866666666665	+
Gins2	120591188.0	120591211.0	SP4	13.6044	+
Gins2	120590577.0	120590593.0	SP4	17.56	-
Gins2	120590613.0	120590629.0	SP4	13.1	-
Gins2	120590868.0	120590884.0	SP4	13.02	-
Gins2	120589102.0	120589131.0	STAT1	14.096371428571429	-
Gins2	120589114.0	120589126.0	STAT2	13.9861	+
Gins2	120589114.0	120589128.0	STAT2	12.72	-
Gins2	120589090.0	120589111.0	TBP	13.0915	-
Gins2	120591011.0	120591024.0	TFDP1	13.2667	+
Gins2	120588981.0	120588994.0	THAP11	11.5225	+
Gins2	120589703.0	120589719.0	ZFP128	14.6	-
Gins2	120589277.0	120589297.0	ZFP281	16.192	-
Gins2	120591026.0	120591036.0	ZFP335	13.4945	-
Gins2	120589278.0	120589291.0	ZFP740	12.72765	-
Glipr1	112003248.0	112003271.0	AHCTF1	11.9228	+
Glipr1	112002144.0	112002152.0	ARID3A	8.87574	-
Glipr1	112003316.0	112003324.0	ARID3A	8.85207	-
Glipr1	112004615.0	112004628.0	BCL11B	13.2778	+
Glipr1	112003164.0	112003176.0	CEBPG	13.2556	+
Glipr1	112003247.0	112003272.0	FOXJ2	14.9	-
Glipr1	112003848.0	112003857.0	FOXJ2	13.7667	-
Glipr1	112003241.0	112003273.0	FOXJ3	13.413179999999997	+
Glipr1	112003245.0	112003273.0	FOXJ3	13.346660000000004	-
Glipr1	112003241.0	112003257.0	FOXK1	13.444399999999998	+
Glipr1	112003515.0	112003531.0	FOXK1	13.155599999999998	+
Glipr1	112002525.0	112002541.0	FOXK1	12.877800000000002	-
Glipr1	112003847.0	112003859.0	FOXM1	13.956	-
Glipr1	112002143.0	112002158.0	FOXO1	14.1209	-
Glipr1	112002499.0	112002514.0	FOXO1	14.8022	-
Glipr1	112003261.0	112003276.0	FOXO1	13.0659	-
Glipr1	112003846.0	112003861.0	FOXO1	13.8791	-
Glipr1	112002502.0	112002514.0	FOXO3	14.6044	-
Glipr1	112003244.0	112003256.0	FOXO3	13.044	-
Glipr1	112003847.0	112003858.0	FUBP1	13.2308	-
Glipr1	112003752.0	112003763.0	GATA3	12.5208	+
Glipr1	112004200.0	112004216.0	HMBOX1	14.8919	-
Glipr1	112003976.0	112003992.0	IRF3	13.1429	-
Glipr1	112003976.0	112003991.0	IRF4	14.1556	-
Glipr1	112004089.0	112004106.0	IRF4	13.814833333333334	-
Glipr1	112003867.0	112003886.0	IRF5	2.83333	+
Glipr1	112004473.0	112004492.0	IRF5	2.06667	+
Glipr1	112003174.0	112003183.0	MAFG	8.69444	+
Glipr1	112002613.0	112002626.0	MEF2A	12.9451	+
Glipr1	112002615.0	112002627.0	MEF2C	12.4556	-
Glipr1	112002917.0	112002929.0	MEF2C	9.9	-
Glipr1	112002615.0	112002626.0	MEF2D	15.0333	+
Glipr1	112004030.0	112004046.0	MTF1	13.72565	+
Glipr1	112002448.0	112002462.0	NFAT5	12.0667	+
Glipr1	112002851.0	112002862.0	NFAT5	14.4615	+
Glipr1	112002851.0	112002862.0	NFATC1	14.1351	+
Glipr1	112003918.0	112003930.0	NR2C2	14.4409	+
Glipr1	112003918.0	112003935.0	NR2F6	14.5556	+
Glipr1	112003078.0	112003095.0	NR3C1	13.6087	+
Glipr1	112002139.0	112002152.0	PBX3	13.6374	-
Glipr1	112002572.0	112002583.0	PHF21A	14.1848	+
Glipr1	112003241.0	112003252.0	PHF21A	12.1739	+
Glipr1	112004516.0	112004530.0	PRDM15	14.5856	-
Glipr1	112003638.0	112003654.0	PRDM4	13.48	-
Glipr1	112003923.0	112003940.0	RARA	8.87778	+
Glipr1	112003991.0	112004000.0	RUNX1	13.1209	+
Glipr1	112004617.0	112004627.0	RUNX1	12.68865	-
Glipr1	112004615.0	112004625.0	RUNX2	13.3444	-
Glipr1	112003048.0	112003069.0	RXRA	17.1103	+
Glipr1	112003972.0	112003982.0	RXRA	13.2111	+
Glipr1	112002495.0	112002502.0	SOX5	12.3956	-
Glipr1	112003975.0	112003993.0	STAT1	13.2143	+
Glipr1	112004083.0	112004101.0	STAT1	14.5873	+
Glipr1	112004533.0	112004545.0	STAT2	13.4306	+
Glipr1	112002305.0	112002319.0	STAT6	15.673239999999998	+
Glipr1	112002592.0	112002603.0	STAT6	13.6264	-
Glipr1	112002584.0	112002594.0	TBP	12.9231	+
Glipr1	112002674.0	112002727.0	TBP	15.08435	+
Glipr1	112002738.0	112002759.0	TBP	14.345975	+
Glipr1	112003241.0	112003260.0	TBP	13.66965	+
Glipr1	112002676.0	112002729.0	TBP	15.008455000000001	-
Glipr1	112002738.0	112002759.0	TBP	14.345975000000001	-
Glipr1	112003239.0	112003254.0	TBP	13.9286	-
Glipr1	112002190.0	112002201.0	TCF7	12.1889	+
Glipr1	112002570.0	112002583.0	TEF	15.1667	+
Glipr1	112004050.0	112004064.0	ZFP281	14.592	-
Glipr2	43956943.0	43956950.0	AHCTF1	11.9228	+
Glipr2	43955589.0	43955616.0	AHCTF1	11.9228	-
Glipr2	43956728.0	43956742.0	BBX	12.4882	-
Glipr2	43957119.0	43957127.0	BRCA1	12.3667	+
Glipr2	43957354.0	43957373.0	CTCF	16.1778	-
Glipr2	43956567.0	43956577.0	EGR1	15.493866666666667	+
Glipr2	43956561.0	43956577.0	EGR2	15.7889	+
Glipr2	43957317.0	43957327.0	EGR2	13.6778	+
Glipr2	43956564.0	43956578.0	EGR3	14.8667	-
Glipr2	43955592.0	43955617.0	FOXJ2	14.9	+
Glipr2	43955591.0	43955619.0	FOXJ3	13.400000000000002	+
Glipr2	43955587.0	43955619.0	FOXJ3	13.415379999999995	-
Glipr2	43955588.0	43955603.0	FOXO1	13.4066	+
Glipr2	43955942.0	43955953.0	IRF1	13.6667	+
Glipr2	43956406.0	43956421.0	IRF4	15.4444	+
Glipr2	43955942.0	43955953.0	IRF9	15.0667	+
Glipr2	43957072.0	43957081.0	JDP2	10.109899999999998	+
Glipr2	43956565.0	43956576.0	KLF4	13.7	+
Glipr2	43955755.0	43955772.0	MAFK	12.3444	+
Glipr2	43956402.0	43956411.0	MAFK	6.48101	-
Glipr2	43957369.0	43957379.0	MBD2	13.8333	+
Glipr2	43955701.0	43955710.0	MYC	15.311099999999998	+
Glipr2	43955701.0	43955712.0	MYC	15.6937	-
Glipr2	43957867.0	43957881.0	NFAT5	12.5	+
Glipr2	43955495.0	43955508.0	NFE2	12.8175	-
Glipr2	43957868.0	43957878.0	NFKB1	14.1648	+
Glipr2	43957869.0	43957879.0	NFKB2	13.6522	+
Glipr2	43956359.0	43956369.0	NFKB2	12.8478	-
Glipr2	43956826.0	43956844.0	NR1H2	-3.67778	+
Glipr2	43957588.0	43957602.0	NRF1	14.89635	+
Glipr2	43957719.0	43957733.0	NRF1	12.464	-
Glipr2	43955503.0	43955519.0	PURA	12.9239	+
Glipr2	43956563.0	43956579.0	PURA	13.8913	+
Glipr2	43956977.0	43956993.0	PURA	13.4022	+
Glipr2	43956206.0	43956225.0	RARG	13.9778	-
Glipr2	43957868.0	43957879.0	REL	14.3956	-
Glipr2	43957868.0	43957879.0	RELB	15.0543	-
Glipr2	43956560.0	43956581.0	RREB1	13.011	+
Glipr2	43956758.0	43956768.0	RUNX1	13.115400000000001	+
Glipr2	43956754.0	43956767.0	RUNX3	14.5889	+
Glipr2	43955639.0	43955648.0	SMAD3	11.9121	+
Glipr2	43956932.0	43956941.0	SMAD3	12.5055	+
Glipr2	43955640.0	43955648.0	SMAD4	12.5889	+
Glipr2	43956933.0	43956941.0	SMAD4	13.4778	+
Glipr2	43956559.0	43956577.0	SP1	16.32	+
Glipr2	43957309.0	43957327.0	SP1	13.83	+
Glipr2	43957654.0	43957678.0	SP1	13.053333333333333	-
Glipr2	43956975.0	43956991.0	SP2	13.9556	+
Glipr2	43956556.0	43956579.0	SP3	15.4009	+
Glipr2	43957310.0	43957329.0	SP3	13.0721	+
Glipr2	43957623.0	43957659.0	SP3	14.483466666666667	+
Glipr2	43957657.0	43957687.0	SP3	14.4009	-
Glipr2	43957621.0	43957651.0	SP4	13.2132	+
Glipr2	43956559.0	43956575.0	SP4	14.31	-
Glipr2	43957655.0	43957683.0	SP4	15.2857	-
Glipr2	43957613.0	43957627.0	SRF	16.027	+
Glipr2	43957615.0	43957628.0	SRF	13.5586	-
Glipr2	43956308.0	43956326.0	STAT1	12.7778	+
Glipr2	43956404.0	43956422.0	STAT1	13.1508	-
Glipr2	43955941.0	43955953.0	STAT2	15.0972	+
Glipr2	43956889.0	43956901.0	STAT2	14.3056	-
Glipr2	43956318.0	43956332.0	STAT6	14.4222	+
Glipr2	43956953.0	43956972.0	TBP	13.053566666666667	+
Glipr2	43955608.0	43955623.0	TBP	13.5804	-
Glipr2	43956640.0	43956648.0	TCF12	11.5604	+
Glipr2	43956640.0	43956648.0	TCF4	10.9862	+
Glipr2	43956165.0	43956179.0	TEAD3	14.2527	-
Glipr2	43955999.0	43956014.0	TFCP2	15.5333	-
Glipr2	43955464.0	43955479.0	TGIF1	13.7283	+
Glipr2	43957872.0	43957888.0	TGIF1	13.0549	-
Glipr2	43956518.0	43956531.0	THAP11	12.9009	-
Glipr2	43956404.0	43956415.0	YY1	13.8	+
Glipr2	43956556.0	43956570.0	ZFP281	13.656	-
Glipr2	43957316.0	43957330.0	ZFP281	12.968	-
Glrx	75838330.0	75838339.0	ARNTL	13.4111	-
Glrx	75839784.0	75839793.0	BATF	14.5055	-
Glrx	75838452.0	75838464.0	CEBPG	13.7111	-
Glrx	75839785.0	75839794.0	FOSB	14.7582	-
Glrx	75839785.0	75839795.0	FOSL2	14.4222	-
Glrx	75839580.0	75839592.0	FOXJ3	14.8889	+
Glrx	75839577.0	75839592.0	FOXO1	13.6923	+
Glrx	75838476.0	75838486.0	FOXO1	14.1889	-
Glrx	75839578.0	75839589.0	FUBP1	14.1648	+
Glrx	75838439.0	75838446.0	GATA3	11.4111	+
Glrx	75838438.0	75838449.0	GATA3	12.6458	-
Glrx	75839578.0	75839594.0	IRF3	12.6813	-
Glrx	75840214.0	75840227.0	IRF3	13.381	-
Glrx	75838585.0	75838600.0	IRF4	17.3778	+
Glrx	75839785.0	75839794.0	JUNB	13.9333	-
Glrx	75840309.0	75840317.0	KLF8	13.9111	+
Glrx	75838328.0	75838338.0	MAX	13.2418	+
Glrx	75838581.0	75838597.0	MAZ	15.5385	+
Glrx	75839783.0	75839796.0	NFE2	12.9841	-
Glrx	75838970.0	75838990.0	NFYA	13.0873	+
Glrx	75838597.0	75838617.0	NFYA	18.1349	-
Glrx	75840105.0	75840125.0	NFYA	12.9921	-
Glrx	75839251.0	75839261.0	NR1H2	13.168	+
Glrx	75839205.0	75839218.0	NR2F6	12.2857	+
Glrx	75839252.0	75839260.0	NR4A1	14.9556	+
Glrx	75839252.0	75839260.0	NR4A2	15.1778	+
Glrx	75839251.0	75839260.0	NR4A3	17.7111	+
Glrx	75838925.0	75838938.0	PRDM1	12.11	+
Glrx	75838697.0	75838713.0	PRDM4	19.096	+
Glrx	75838042.0	75838058.0	PURA	13.0217	+
Glrx	75838442.0	75838453.0	RORA	14.4111	+
Glrx	75839251.0	75839261.0	RXRA	14.2111	+
Glrx	75839328.0	75839338.0	RXRA	14.844400000000004	+
Glrx	75839204.0	75839218.0	RXRB	10.66947	+
Glrx	75839957.0	75839968.0	SMAD1	13.1648	+
Glrx	75838431.0	75838442.0	SMAD1	13.1319	-
Glrx	75838598.0	75838614.0	SMAD3	13.018	+
Glrx	75838283.0	75838299.0	SMAD3	14.8018	-
Glrx	75839188.0	75839204.0	SMAD3	13.7568	-
Glrx	75838162.0	75838170.0	SMAD4	12.9889	-
Glrx	75840210.0	75840228.0	STAT1	13.0794	+
Glrx	75838583.0	75838601.0	STAT1	14.7381	-
Glrx	75840213.0	75840227.0	STAT2	13.936	+
Glrx	75838106.0	75838121.0	TBP	12.7857	-
Glrx	75838668.0	75838677.0	TFE3	14.2333	+
Glrx	75838330.0	75838339.0	TFE3	14.6333	-
Glrx	75838331.0	75838339.0	TFEB	16.0333	-
Glrx	75838329.0	75838339.0	USF1	14.8611	-
Glrx	75838327.0	75838339.0	USF2	15.5778	-
Glrx	75840314.0	75840328.0	ZFP281	12.976	-
Gm10052	123692155.0	123692168.0	BACH1	9.46667	-
Gm10052	123691339.0	123691352.0	BCL11B	14.8611	+
Gm10052	123691523.0	123691531.0	BRCA1	12.0778	-
Gm10052	123691424.0	123691435.0	E2F4	13.064	+
Gm10052	123689794.0	123689808.0	ELF2	14.3333	+
Gm10052	123691541.0	123691557.0	FOXK1	14.2222	+
Gm10052	123690393.0	123690408.0	FOXO1	14.5934	-
Gm10052	123691541.0	123691556.0	FOXO1	16.2198	-
Gm10052	123691544.0	123691556.0	FOXO3	14.4615	-
Gm10052	123691585.0	123691593.0	FOXO4	14.7556	+
Gm10052	123691471.0	123691482.0	FUBP1	14.7253	+
Gm10052	123690532.0	123690543.0	FUBP1	14.3077	-
Gm10052	123689803.0	123689812.0	GFI1	13.7222	+
Gm10052	123689967.0	123689978.0	HLTF	13.2174	+
Gm10052	123691511.0	123691520.0	HMBOX1	13.1538	+
Gm10052	123691707.0	123691714.0	IKZF1	12.0	-
Gm10052	123690596.0	123690610.0	IRF1	14.9444	+
Gm10052	123690938.0	123690952.0	IRF1	13.0903	+
Gm10052	123690935.0	123690950.0	IRF4	15.4333	+
Gm10052	123691538.0	123691552.0	IRF8	12.9011	+
Gm10052	123692143.0	123692156.0	LEF1	15.2153	+
Gm10052	123690363.0	123690372.0	MAFK	6.49789	+
Gm10052	123689776.0	123689793.0	MAFK	15.3111	-
Gm10052	123691560.0	123691569.0	MAFK	7.10549	-
Gm10052	123691420.0	123691436.0	MAZ	13.7802	+
